,natemis,Antr+BB,Totemis,ch4lifetime_fact,Conc,Trend
1950,215.0,140.0104525128931,355.0104525128931,1.0386734286208537,1152.5207561011043,
1951,215.0,155.2647590189582,370.2647590189582,1.0386734286208537,1150.6153993874425,-1.9053567136618312
1952,215.0,160.56519897750266,375.56519897750263,1.0386734286208537,1150.6799567876135,0.06455740017099743
1953,215.0,165.67239729952678,380.6723972995268,1.0386734286208537,1152.4363743826332,1.756417595019684
1954,215.0,170.3596523094297,385.3596523094297,1.0386734286208537,1155.5613620985253,3.1249877158920754
1955,215.0,174.7266808075245,389.72668080752453,1.0386734286208537,1159.799883022328,4.238520923802753
1956,215.0,180.6573371490168,395.6573371490168,1.0386734286208537,1165.5512247413906,5.751341719062566
1957,215.0,186.04093508154867,401.0409350815487,1.0386734286208537,1172.4692426637364,6.918017922345825
1958,215.0,188.36536028264797,403.365360282648,1.0386734286208537,1179.4097221902186,6.94047952648225
1959,215.0,192.664060295518,407.66406029551797,1.0386734286208537,1187.0269514639408,7.61722927372216
1960,215.0,197.23630741186156,412.23630741186156,1.0386734286208537,1195.3384831717228,8.311531707782024
1961,215.0,205.11807849022705,420.11807849022705,1.0273688805761167,1204.118977586647,8.780494414924078
1962,215.0,207.1876477655343,422.1876477655343,1.0286336117988735,1212.7682987715518,8.64932118490492
1963,215.0,216.17384055615415,431.1738405561541,1.0303815209511082,1223.6568425867958,10.88854381524402
1964,215.0,216.530721226075,431.530721226075,1.0388161109745009,1234.427441639592,10.770599052796115
1965,215.0,222.6427900199044,437.6427900199044,1.0466500135860857,1246.9423477980347,12.514906158442727
1966,215.0,226.28509422379705,441.28509422379705,1.0309948094306236,1257.5309852607236,10.588637462688894
1967,215.0,232.3092249518556,447.30922495185564,1.0343317923476247,1269.3556325739075,11.82464731318396
1968,215.0,235.30852018679144,450.30852018679144,1.0390130401356572,1281.4368113741277,12.081178800220187
1969,215.0,239.15630983176808,454.1563098317681,1.03733064240917,1293.2894695130913,11.852658138963534
1970,215.0,244.39032168242014,459.3903216824201,1.044520863970062,1306.444410964299,13.154941451207833
1971,215.0,249.2500236569801,464.2500236569801,1.0311148875281522,1318.1871934480557,11.742782483756628
1972,215.0,257.1728277174416,472.1728277174416,1.0410234769727889,1332.4861921021582,14.298998654102434
1973,215.0,260.25257580258824,475.25257580258824,1.0237676802553786,1344.1280115377983,11.641819435640173
1974,215.0,261.75608614159665,476.75608614159665,1.0255205419074267,1355.2127184813667,11.084706943568335
1975,215.0,262.9879199985267,477.9879199985267,1.0294434565934747,1365.9886076937057,10.775889212339052
1976,215.0,269.88077697352765,484.88077697352765,1.0411371895645516,1379.3517144739587,13.36310678025302
1977,215.0,273.963154930751,488.963154930751,1.04310064917037,1392.872303805385,13.520589331426208
1978,215.0,276.2604287421843,491.2604287421843,1.038188476513601,1405.0704148474902,12.19811104210521
1979,215.0,281.5334355614996,496.5334355614996,1.0481297495588873,1418.9679229713963,13.897508123906164
1980,215.0,283.2799933041633,498.2799933041633,1.054811359742319,1432.7982712293947,13.830348257998367
1981,215.0,279.7228833024812,494.7228833024812,1.0453494500609413,1442.7473801267406,9.949108897345923
1982,215.0,287.61463066683257,502.61463066683257,1.0607031737894599,1456.2245468880044,13.477166761263788
1983,215.0,281.5577046073275,496.5577046073275,1.0432038431370887,1463.972544856338,7.747997968333493
1984,215.0,284.9536362831875,499.9536362831875,1.0308940203039962,1470.3595086441378,6.386963787799914
1985,215.0,285.63759742417085,500.63759742417085,1.024425100745979,1475.3889327286963,5.029424084558514
1986,215.0,290.77781253724584,505.77781253724584,1.0354513129905416,1483.0872502278908,7.698317499194445
1987,215.0,295.02494838641707,510.02494838641707,1.0403399650985459,1492.0248677825891,8.937617554698363
1988,215.0,298.6755905767461,513.6755905767461,1.0222870139004354,1498.710020524235,6.685152741645879
1989,215.0,302.17109081824873,517.1710908182488,1.0267543659990674,1506.4508519691826,7.7408314449476165
1990,195.859372138931,305.2999200711051,501.1592922100361,1.030736205492146,1508.5783276413788,2.1274756721961694
1991,196.4677865234781,318.81183287573293,515.279619399211,1.0498448088618946,1517.7975020544893,9.219174413110522
1992,186.22954503459533,299.49068782266335,485.7202328572587,1.0436593028024648,1515.3442377703475,-2.4532642841418237
1993,187.33483185418655,299.5481852918242,486.88301714601073,1.0224136274039968,1510.5781186230329,-4.766119147314612
1994,194.24032411385,310.39650696329267,504.6368310771427,1.0257079106974367,1512.7039578323142,2.1258392092813665
1995,196.26542045954338,305.56039716107193,501.82581762061534,1.006485120188085,1510.8938616866308,-1.8100961456834739
1996,208.3748607752008,307.45705920620384,515.8319199814047,1.0050644518952168,1513.7283688851892,2.8345071985584127
1997,210.57397740266572,331.457796516877,542.0317739195427,1.0260210342142024,1527.9846751262025,14.256306241013363
1998,209.1911838875435,315.50915615703855,524.700340044582,1.0215154558941881,1534.2691567013126,6.284481575110021
1999,217.52201870655188,309.5890972813972,527.111115987949,0.9979967817046644,1537.1798454684265,2.9106887671139248
2000,223.5473177914537,310.3755556419565,533.9228734334102,1.0,1542.3289717464263,5.149126277999812
2001,208.76739978844725,313.1005194228316,521.8679192112788,1.004280591928866,1543.5451430640012,1.21617131757489
2002,212.5426383460839,322.47491151980734,535.0175498658912,1.0092659254714755,1549.7397665319952,6.194623467994006
2003,209.4704631541179,328.33133481161764,537.8017979657355,1.0091672020984297,1556.1560777531913,6.416311221196111
2004,218.0441344921813,339.1599047856282,557.2040392778096,1.0045178825485648,1567.6000573281383,11.44397957494698
