,glob,lat_n60,lat_3060n,lat_90s30n
1990,-23.152688050244294,-0.4080163988535089,-3.97116462769108,-11.194670696851583
1991,-23.122540041554128,-0.4181381958925356,-3.8943947427695997,-10.822182136300924
1992,-23.042138507106422,-0.37387192548025594,-3.896871334169173,-11.038381703323264
1993,-22.969047777899043,-0.38798402221479267,-3.6788897996018846,-10.835485569315642
1994,-23.045408272425806,-0.3835385777432387,-3.8721397470480072,-10.983048315818664
1995,-23.160575646710704,-0.40651917571077884,-3.850218782253493,-10.676460797893224
1996,-22.76197327442408,-0.3847471621676066,-3.794668285532961,-10.572788010143341
1997,-23.112984273884223,-0.38217334969094163,-3.776785162214327,-10.351533211457575
1998,-23.242886909807716,-0.32424179820323396,-3.757100151913431,-10.781518800705367
1999,-22.94151441608881,-0.33658966793389655,-3.965938983684504,-10.192116383411694
2000,-22.8709456999238,-0.3538775951216017,-4.038076344788791,-9.682069812743137
2001,-23.0358129989671,-0.31726891919283945,-3.9487887701105744,-10.100838485493533
2002,-23.182391956883485,-0.38804985205989945,-4.0350589559086565,-10.676691120855985
2003,-23.20539947456012,-0.3983860664127685,-3.9419095748273256,-10.672307817139785
2004,-23.208860630100503,-0.3601055266952756,-3.8622300264036764,-10.599905726614281
2005,-23.47819689906101,-0.3754573476512399,-3.8462889898586665,-11.20427039742017
2006,-23.28109470368555,-0.41646686817244033,-4.07104121251892,-10.571397996609642
2007,-23.325430252636348,-0.3911783391679289,-4.0343672868199345,-10.587880095075986
2008,-23.12638536431812,-0.33509737233213244,-4.0685459343276005,-10.40590669268985
2009,-23.238582642772997,-0.334478522310701,-3.820991673044275,-10.928542482380662
2010,-23.15429787575194,-0.39782502830225364,-3.7469743253874386,-10.513874036083815
2011,-23.112956917051978,-0.3851271386116898,-3.940511392542212,-10.284482492734217
2012,-23.33608386133527,-0.35474904845653943,-4.103829840817503,-10.664507941028148
2013,-23.26728322433382,-0.3879093939336073,-3.747207536852712,-10.833255935515913
2014,-23.436899888706808,-0.37265659335579643,-3.9324657918127186,-10.71120221423404
2015,-23.720713983343845,-0.37167151118773206,-4.045368904685358,-11.262928990769035
2016,-23.79470348743206,-0.41868415048373664,-3.9280017936423803,-11.15564983487253
2017,-23.480802225631265,-0.38333750434685554,-3.9834614917662616,-10.847103297174167
2018,-23.460757628334697,-0.3894872003748937,-3.9132190007894585,-10.774778266088527
2019,-23.60163988705834,-0.392652221450269,-3.9204797264955635,-11.142476918202144
