,glob,lat_n60,lat_3060n,lat_90s30n
1990,-22.964693710579652,-0.3875276798888705,-3.8792767483227797,-12.049896259809177
1991,-22.977931884758505,-0.37999437484777715,-3.8563993079967704,-12.061516618754064
1992,-22.979063789531928,-0.36652975765386553,-3.852104945765538,-12.424885074265982
1993,-22.86371194593424,-0.39016799832378873,-3.657484746449286,-12.15461515896679
1994,-22.866818727322066,-0.40649464477676683,-3.7887088559400994,-12.266981385900376
1995,-23.102933913922428,-0.4109944820674463,-3.8411858656891975,-12.132215116582621
1996,-22.696418651442254,-0.3746237286666813,-3.8633753719475634,-11.921154380482875
1997,-23.174690946615325,-0.36421182363785864,-3.847339253431259,-12.053384512374018
1998,-23.23589851247465,-0.3381955266440275,-3.8720487604041667,-12.483013636788478
1999,-22.793785183139136,-0.36339998588942596,-4.012439625922526,-11.684490374703442
2000,-22.660566878361884,-0.37022340345500554,-4.097867356227189,-11.050148538000386
2001,-22.820630576032865,-0.34739316484762106,-4.052835806193628,-11.448046577477944
2002,-23.04771911027677,-0.37419616227301467,-4.103618246054026,-12.225011261275409
2003,-23.13422527225957,-0.40222582386048883,-4.052743004977074,-12.152389596116997
2004,-23.098805789731074,-0.3658787923551927,-3.9130452645839857,-12.026992346493671
2005,-23.34057233083641,-0.3666301858251113,-3.9074891743521527,-12.405765222484575
2006,-22.97260672704554,-0.4148635996635627,-4.083575670859649,-11.701090421478797
2007,-23.05927588072988,-0.38134247909277513,-4.013422129091371,-11.779373942287563
2008,-22.825505565929113,-0.322704884631903,-4.02233736618415,-11.52741515070198
2009,-22.909632715364147,-0.35731289781244147,-3.843812144852611,-11.978543165803195
2010,-23.012098675198995,-0.4218282285643808,-3.8407411924612065,-11.956047725703375
2011,-22.782307535591503,-0.39428462138786363,-3.968258724079674,-11.222402036723857
2012,-23.06594085268027,-0.3678458608932492,-4.195936776344161,-11.77319277044892
2013,-22.902306080960074,-0.3813508373363943,-3.795652021879291,-11.852646389875902
2014,-22.95103973755338,-0.3858347062864603,-3.869490553733373,-11.845471096451677
