,Global,Lat:N60,Lat:30N-60N,Lat:90S-20N,Tropical America,Tropical Africa,South Asia,Russia,North America,Scandinavia
1990,96.94432316959592,27.208931237045466,27.67959529490713,37.68602256424181,22.186938946656266,5.8333295707124835,10.077860108264842,13.969742558546521,25.45587340945506,0.8145283051893911
1991,96.45055574109972,29.32182559178712,28.416852848962975,37.05160378625928,20.94166042808564,6.040346398417434,9.708640484468102,15.87948232286448,27.698783054159428,0.7786776565413587
1992,88.28811312602534,26.289472435469225,24.119524018869736,34.40300514867147,21.12482577562162,4.471882555305261,8.2153712914837,13.893417108431043,25.5210618795257,0.6660195880366326
1993,91.99426657883743,27.040487841106795,28.48653305729741,34.68842086951894,21.036674643320875,5.153328742136504,7.653801508933425,16.17214584240094,26.563100485557285,0.7316811233181015
1994,94.0980830698304,26.543415159684752,28.511961927126077,37.96260744219049,24.067588574409147,5.157917012689047,8.13452447953348,16.886871536471077,26.28640381981304,0.5613720268252734
1995,90.28790631642703,26.53120126262394,24.636138174571496,37.61805108320978,22.54209099486829,4.941088780192452,8.730065035950673,15.409949595949131,23.016736052774743,0.6745054078643367
1996,96.98777328906476,27.659814616033213,24.49132405280729,43.51260799054979,26.530169927598138,4.859141521069399,9.490956899290838,14.250619751731477,24.258582063542402,0.4995398605664868
1997,104.22653232254667,31.58634054843253,28.259023006772765,42.09337178554474,25.462413255242733,5.408655177840142,10.023190981965943,16.429826556853072,30.425036838841983,0.5718906305900937
1998,100.36226335609972,28.1060929900949,29.07508345036869,37.66744192707219,22.1508365573242,6.081907710269369,7.921793303068687,14.344550973991293,28.499673950891918,0.8530800035300534
1999,103.71609866494151,27.013042650294285,27.733878116574502,47.110781602950524,25.127380569380804,6.8080332484989325,12.064298065767755,15.119080421642497,26.860657321848844,0.7127523391055022
2000,108.73646798655359,30.583219473052587,26.26154608003623,49.09612736061098,28.028555007620188,6.014904722569879,13.002029551384934,16.464764473900996,26.819902531599453,0.8629410164200018
2001,100.6412329512807,28.54304966030115,28.010875096845545,41.63045551996499,23.51434388418979,6.146399429959703,10.890983773670756,15.660028724794326,29.195770588484457,0.8381163956092689
2002,100.40114104798273,28.88531682235193,25.516823392888952,42.34022582700531,24.813168768684267,6.3394667904327555,9.54689129475139,15.346518823714753,26.994351092715796,0.5911013298521062
2003,100.24619827560691,28.85483182503997,28.016198610696673,40.480188555987375,23.511763634555198,5.401917290079101,10.624132415439734,15.532060020385726,29.24421935141126,0.4893115313210713
2004,99.89832349621656,26.828186336319348,26.33107447628812,46.01521245272027,26.754493394190195,4.228521851887108,12.785845367604125,14.653765194056422,24.936540384311304,0.7035256208600218
2005,102.28259550233797,30.02471598405397,30.408414804584787,40.91527618295672,24.30398407349329,4.033642880004974,10.833834936766207,17.324129066133143,30.387848599458973,0.8191625684845321
2006,100.25510401266294,27.995495270829803,25.790341912454675,46.289421106960084,28.528478002846917,4.679103195536249,10.51152077230988,14.453843203655103,27.722680231955124,0.5426840226487257
2007,106.29659155933679,31.90530313873588,28.287100014730836,45.0293691403861,25.713349391256468,5.976664929395673,11.258438571351418,17.241473595264505,27.658195036724113,0.8228514769300601
2008,110.0797641299892,33.25407732789183,27.32962111863034,49.50366972577442,29.64322553571728,6.346643583092289,10.781605212643678,17.886654847404742,29.513133658162502,0.7907696790508959
2009,111.13363362734138,32.73142774328433,29.73580979447291,48.375865337281546,28.74003083105197,5.450449735253657,12.7965111603623,18.411503002349747,31.7145557168631,0.8010906872936417
2010,107.63750466647096,28.615382369772828,32.047362912121926,44.741271547603226,25.10317020322473,4.77735242431894,10.940617151200573,15.717408059637972,31.940028274350137,0.8073507910900045
2011,113.41482556757116,29.80675231427746,29.384207688419885,52.283044443008876,30.150277003026535,4.731222658134795,14.697107378908036,16.331755722681898,30.167744593392065,0.8629190037654108
2012,101.8213542701935,29.792306238961643,27.26206750192259,43.974109144251564,26.723171693150167,5.176758183149965,10.76223664921876,14.468114139042736,30.52412871121866,0.8912345566494906
2013,105.20828631752754,30.53685730503179,31.20278866360295,42.8645362851278,24.233336332272458,5.5230159395428915,11.28350924038483,14.54551688956772,29.88023733966525,0.8088933203881192
2014,111.34671528088957,33.466022908862826,30.566912718299555,45.48811929328206,25.87474710765123,5.106903663006938,12.267440720475559,14.945940345672312,30.719057419646614,0.6845995378517511
2015,105.0932356720808,32.20453172037081,28.79323168802534,41.08157337420077,24.61600989950559,4.729075621714994,10.847700124835606,17.41110342116908,31.493790323858104,0.6970359471426261
2016,101.51466881396848,32.418210378670004,30.477678741847797,35.30777179949539,19.63562107173722,5.6830274922856345,8.330327679796664,16.291143082803675,33.08082082434607,0.6795533104281971
2017,106.09756698482481,30.859284199337537,29.06225484628644,43.82839531113442,23.06588925685285,6.211658653032431,12.785587112726404,14.291802252169445,31.28517298516893,0.945941957235885
2018,107.43685844730959,32.997948296577434,29.275601634711986,44.40059327733105,24.79739686997901,5.805897732607281,11.612296597350843,16.705281857261,30.363135375697613,0.7694459029505825
2019,105.25801477417983,31.13291764042307,30.93364543442635,42.07743149560925,24.04412521952994,6.201381314468352,10.024099190330517,17.393452989552127,32.62393790879318,0.6028877796345388
