,glob,lat_n60,lat_3060n,lat_90s30n
1990,35.63987883850249,9.594349619727844,11.468788886100544,14.5767403326741
1991,35.10230331349684,9.814976067832573,11.28356318347602,14.003764062188258
1992,32.83002271699012,8.80820073362871,10.023550875726,13.99827110763541
1993,34.74992845332324,9.06624405208007,11.154199318608272,14.529485082634896
1994,34.470878988213606,8.887431802646212,11.232163877975838,14.351283307591558
1995,33.181529028387374,8.924344703160843,10.105165479471966,14.152018845754556
1996,33.941589463878486,9.333732087805812,10.094140778156127,14.513716597916538
1997,36.68418878680134,10.568583617700558,11.306940288750543,14.808664880350241
1998,36.03685414337859,9.290039871353619,11.397314870876833,15.34949940114814
1999,35.77069033757716,8.958145165903904,10.992249964551181,15.82029520712207
2000,36.91921097087629,10.19471420301795,10.74115417836522,15.98334258949312
2001,36.06969854959107,9.468786330135517,11.071709856125311,15.529202363330239
2002,35.668538040666924,9.691068616584328,10.467397808540623,15.510071615541971
2003,36.046116775456035,9.607659127052754,11.182701033841408,15.255756614561882
2004,34.27661884964018,8.950997498140703,10.736988123138744,14.588633228360742
2005,36.32744854281952,9.995107577943434,12.03075356527898,14.301587399597103
2006,34.75678674293213,9.340141155091539,10.64451681546147,14.772128772379121
2007,36.98730404438812,10.660956152055537,11.40190986215681,14.924438030175763
2008,37.467091455707006,11.0085047285147,11.170884547186676,15.28770218000562
2009,37.678740113686366,10.817921752192806,11.858305263192532,15.00251309830103
2010,37.05273581620961,9.59428441967278,12.425738650713903,15.032712745822932
2011,37.07081071765316,9.94924887650567,11.62581497246036,15.495746868687137
2012,35.96556662639905,9.834580869784938,11.086913011067999,15.044072745546117
2013,37.103675697499405,10.178420844294605,12.139122717158072,14.786132136046723
2014,38.05295244369088,11.090911274951859,11.9683923468351,14.993648821903925
2015,36.658245190868975,10.625771686774788,11.513260922740653,14.519212581353523
2016,36.993486703,10.750951234403981,11.914018114000593,14.328517354595421
2017,36.80557009591123,10.255915798273728,11.68039760431072,14.869256693326777
2018,37.576204926119146,10.973794951098956,11.545374978132932,15.057034996887262
2019,37.27207945077475,10.268400268263674,12.066505620315409,14.937173562195667
