,Global,Lat:N60,Lat:30N-60N,Lat:90S-20N,Tropical America,Tropical Africa,South Asia,Russia,North America,Scandinavia
1990,118.66819496432812,4.998709548317721,4.169051007908725,100.34049627154418,58.09219953460928,14.520777071857324,22.69463151075748,3.7678486052097764,4.67335651038911,-0.03131540721259917
1991,119.2241766822075,4.245987346982937,5.128251484854378,102.82386735666319,57.15379643340404,14.748529628355758,23.962614671177224,3.8812864993548994,4.651467750492973,-0.02808697358273378
1992,109.86825868350665,3.2412977289867855,2.097939617428334,96.94899142123553,57.382506850058874,11.034036322745528,21.14306757914845,2.361929252043102,3.3145156572219467,-0.07194806603294979
1993,110.8782927660558,3.7217840628330925,4.1678399729194515,95.60145092995958,55.4499987020364,12.114360173687514,20.10675751944025,3.5031172495286476,3.867381359887487,-0.039547658317124174
1994,117.1886752074378,3.509782165011263,3.722717211676423,103.9551507284508,63.07230702014561,12.152278517847828,21.170562688781036,3.2681610774730943,3.9798950815518372,-0.06638436561085098
1995,119.03925036434822,3.3344549433040327,3.2582764887249973,106.4637291196591,61.835635870842246,12.851202470546719,22.27375007204718,2.690556199102929,3.728291057346191,-0.025740462687230337
1996,130.105108766543,3.3940397201223034,3.251928555322547,116.6762369225251,69.65870308370661,12.095177648327459,23.62471862292556,2.8191071262550316,3.8452142896007033,-0.08720534039225368
1997,132.11470727606073,3.497793540609731,3.4406163912146632,115.98463027457042,68.30057486509399,13.60901935890622,24.901622632705855,2.2038923510040607,4.793444175125108,-0.06024449878680977
1998,130.85108180378927,4.118084552415463,5.265403029763425,110.84151867560878,63.53556080115728,15.943643638298795,21.24856855822863,3.2708545160476357,4.878611950016512,0.012242125140349629
1999,138.46397191895193,3.425338518633826,3.97417171691657,123.01805542873339,65.43288813894807,15.739467904613393,29.359434709184786,2.687992984603406,4.176450621666198,0.012698030047995041
2000,143.97001553173453,3.9965915066679303,2.529600947592258,129.2451761882185,72.71088461043678,14.761857836878395,31.331169525825256,3.2639942943092377,3.77478272913029,-0.03227324071438413
2001,130.46381908053712,3.7300056134243667,3.7744122622126337,113.89756623011716,63.209304123250966,14.56681406171112,27.390139122720182,3.0720557983013363,4.79795179244072,0.015533178378795223
2002,133.913710588677,3.6907284162811504,3.3591540443698302,118.1021744479126,67.58185090069358,15.693257357672753,24.801251913513347,2.9162517103588894,4.744703427732604,-0.03127454020381946
2003,131.10629300579546,3.791949478129218,4.682817861025545,113.24748911439227,63.70889291310672,14.00258147650876,26.644272091551333,3.383795145339062,4.6685362836061,-0.06830935396583807
2004,138.94109218237614,3.520074149586048,2.989866660324603,126.5933126118624,72.67104826497915,11.686400686287794,30.985100083999782,3.0808145475483295,3.48868311999916,-0.02981068826854447
2005,131.0730792574083,4.016072480078759,4.466918458415985,117.38525424916097,68.31805710433443,11.632765330894355,26.973942245183967,3.7623331501291197,4.784000904625833,-0.013597809062854115
2006,140.4220702455717,3.672851734576985,3.1236423739433357,127.10731145079274,76.18428109713949,12.529074867784058,26.394260108895313,3.112517179086655,4.513760141035634,-0.09150747310925011
2007,139.3843103008938,4.624516565281805,3.5128446302004623,123.67949658364208,69.73927908865657,15.010740626820835,27.855494320862565,3.7719869314775725,4.371114118239455,-0.034309065576300805
2008,141.40435800988817,4.302065204487627,2.5913828969382444,129.31636110990996,74.99615832578517,15.471688516017805,26.53599641835935,3.1519628101729706,4.331740657818904,-0.05595431376349083
2009,145.44492032087743,4.465424009882368,3.8082912916765137,131.15754460206603,76.44736170780939,14.203039290196246,30.994240100520443,3.7330705407894875,4.7616386759782765,-0.006598086104295009
2010,142.61990992700504,3.421147300272055,4.6595862959864505,125.56070894121785,69.56130505664889,13.428188936326167,27.54185026280728,2.3896507035676136,5.212019283079658,0.04600632760983069
2011,156.07057660287362,3.7590748972361263,4.08629251921548,140.09563069890072,80.77160360823933,12.29469426862819,35.1022782623313,2.8624011240665275,4.976201756439581,0.00778396117086966
2012,136.23028174446307,4.68402480989379,4.035132066120984,120.80964559679344,71.24071030969574,13.269012997822598,26.91427263432114,3.9832617359422877,4.894002807497728,0.006753978082256133
2013,134.9408749830802,4.419263183541109,5.179348330016846,119.15143210662006,66.5816102240152,14.295955483604379,27.966083759825874,3.1032885378535355,5.173635203808289,0.01828797217134704
2014,141.0823531095822,4.315108106132798,4.001006935542506,124.90260090893052,70.51863312295902,13.411528844141975,29.970266198396047,2.87923762446375,4.857692602358523,-0.05120552290883339
2015,135.26756447411708,4.122243216505285,3.9109155129837974,117.02574537117172,68.44238876644889,12.853744596376082,27.108137219139614,3.193650113387062,4.9486928642952375,-0.09366415348295452
2016,127.01540459055916,5.343036891452958,5.470022216120986,105.73654266105049,57.87669289268715,15.45188709271352,22.100904350300556,4.720670536805653,5.190115959507275,-0.02804904850222874
2017,139.6456147963135,4.301961092834218,3.7451024338376286,122.46640519764703,64.6905170741239,15.729527025463149,31.50602975942569,2.96349745923165,4.781831680304988,-0.0031582851379539215
2018,139.9289048689827,4.750713662758223,4.928115494816898,123.20047109550552,67.42906623438293,15.27336896525765,29.062068536129043,3.3354920295274306,5.404307247992739,0.0008993196044548721
2019,135.75589017523288,4.393824116771722,4.526231282579651,118.92260121568592,66.75548952073301,15.798376729006517,25.499329070524603,3.4015952301983767,5.075796935817261,-0.07293076781579268
