,glob,lat_n60,lat_3060n,lat_90s30n
1990,-23.144768069675123,-0.3340920588765095,-3.7579184076048713,-11.752735684029199
1991,-23.116823791493808,-0.3221847296738501,-3.678816264008304,-11.443016784601062
1992,-23.037005267691335,-0.2901919935271827,-3.6373410568372693,-11.631331842864864
1993,-22.96236168476095,-0.30197489084429263,-3.434927137515413,-11.479002977581052
1994,-23.038682584831914,-0.303086513019962,-3.633973150173431,-11.583950132722288
1995,-23.1557387892305,-0.31495248894092126,-3.6003542152060186,-11.353800041305401
1996,-22.756302980153528,-0.2938624985221601,-3.5470773787829253,-11.202624914991242
1997,-23.10644921904711,-0.2816744026867733,-3.5308740165014156,-11.033226172741868
1998,-23.236179291443655,-0.2437112865303265,-3.538587283363041,-11.478320133542503
1999,-22.936954901301988,-0.24539332568317165,-3.7225952382593643,-10.873199786673906
2000,-22.866355408555304,-0.24762158538768267,-3.7944278602564174,-10.373020900772286
2001,-23.028804738168215,-0.23188681861785798,-3.7169292598984325,-10.798929801758225
2002,-23.176757732407026,-0.28844056653542455,-3.8041376686503643,-11.31467827856239
2003,-23.200187125360348,-0.30476937616794264,-3.716911022525952,-11.370270223556496
2004,-23.2032257029881,-0.2589581000433173,-3.6175101334191675,-11.304822251820031
2005,-23.472591431345275,-0.2662041051947925,-3.613555564764847,-11.8576419164256
2006,-23.277548189406325,-0.30781813345556264,-3.8221174342955058,-11.284860040735447
2007,-23.319930310356884,-0.2863176081042335,-3.814544941180045,-11.257927999073672
2008,-23.121610180594644,-0.23841850124783037,-3.8259688523771533,-11.083322927189146
2009,-23.23370187006796,-0.24120441070322104,-3.583554370552841,-11.618567583114018
2010,-23.147703211597424,-0.296781699478284,-3.5341437742125295,-11.250346235188292
2011,-23.107439859832432,-0.28499216971059066,-3.695259157642526,-10.99670238617067
2012,-23.33039151316416,-0.25803053369490253,-3.9123198049680092,-11.379246329445454
2013,-23.25871021852485,-0.2917716386384343,-3.515036833500845,-11.507806864062337
2014,-23.42993029822442,-0.2865033843290937,-3.675739500934144,-11.423277830781949
2015,-23.71424179466562,-0.2751485908579833,-3.80445341313606,-11.942402351296202
2016,-23.786069689684023,-0.3262035592889235,-3.7047157330397273,-11.81546483680131
2017,-23.47552310462715,-0.2912154046828165,-3.748717008580114,-11.501417036913715
2018,-23.452917073401714,-0.29722375419596747,-3.680929004686168,-11.411203047622092
2019,-23.595506709411907,-0.30845881002640857,-3.6873357675908984,-11.7890148051234
