,glob,lat_n60,lat_3060n,lat_90s30n
1990,182.7114476849644,7.94629382464739,16.395101237073415,158.3700526232436
1991,180.6072185125225,7.831420322308113,17.77580041846337,154.99999777175103
1992,171.54264127779882,6.138105324971521,13.647191443216917,151.7573445096104
1993,179.5851863783633,7.038960545662365,16.20335967159396,156.342866161107
1994,181.6181415927491,6.671786319589628,16.254919408682763,158.69143586447672
1995,180.33443258058094,6.489686667764823,15.614356829638266,158.23038908317784
1996,183.51976438253405,6.5473493889526875,15.465539615620328,161.50687537796108
1997,188.8847499904676,6.746672046503562,15.776808040144932,166.36126990381905
1998,198.9912696430683,7.726476727716232,18.442700545621182,172.82209236973094
1999,196.12785438259058,6.580303925763891,16.290546859150194,173.25700359767646
2000,199.0290067361719,7.621177162092336,15.197260710813602,176.21056886326593
2001,194.11673858755444,7.082932523332735,16.61162982970724,170.42217623451444
2002,195.15295155622974,7.181067861878006,16.126078788491053,171.84580490586072
2003,194.36954670657275,7.3804873246753315,17.541629606149062,169.44742977574836
2004,187.39270725449106,6.831777619521511,15.397720286519895,165.16320934844967
2005,188.5359199905618,7.712184285518945,17.890553345818336,162.9331823592245
2006,192.4502248264076,7.1074405271556955,15.862530201995904,169.48025409725602
2007,195.57229019654298,8.701561597757513,16.51088087251088,170.35984772627458
2008,194.20086595721017,8.10660787240413,15.315436478447683,170.7788216063583
2009,197.72619841949887,8.339156132376944,16.859138151375518,172.52790413574644
2010,198.21767075894377,6.682942896492497,17.974596709282693,173.56013115316856
2011,199.4475540064914,7.227453422800569,16.98948693609422,175.2306136475966
2012,195.0778897948352,8.668748384707559,17.0867988770647,169.32234253306294
2013,194.66769596256435,8.335741973039925,18.89619038017385,167.4357636093506
2014,194.75730496638937,8.109339663369205,17.177756004181596,169.47020929883854
2015,189.30816143481795,7.781419476684338,17.042133551891958,164.48460840624165
2016,192.02948764476952,9.833492008178052,19.264439057922086,162.9315565786694
2017,194.41971489694467,8.077193490003378,17.149656547326195,169.19286485961516
2018,199.67303053731615,8.827449211193992,18.705985728442588,172.1395955976796
2019,195.44711922875234,8.118900061084798,17.716370598786153,169.61184856888138
